公司中文名称,年份,"流动资产周转率
[报告期] 2008年报
[单位] 次","应收账款周转率
[报告期] 2008年报
[单位] 次","财务费用
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元",产权比率,"流动比率
[报告期] 2008年报","速动比率
[报告期] 2008年报","现金比率
[报告期] 2008年报","经营活动现金净流量(TTM)
[报告期] 2008年报
[单位] 元","流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2008年报
[单位] %","利润总额(TTM)
[报告期] 2008年报
[单位] 元","非流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2008年报
[单位] 元","长期资本负债率
[报告期] 2008年报
[单位] %","现金流量利息保障倍数
[报告期] 2008年报","负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2008年报
[单位] %","总资产报酬率ROA
[报告期] 2008年报
[单位] %","主营业务成本
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2008年报
[单位] %","存货周转率
[报告期] 2008年报
[单位] 次","营运资本周转率
[报告期] 2008年报
[单位] 次","非流动资产周转率
[报告期] 2008年报
[单位] 次","总资产周转率
[报告期] 2008年报
[单位] 次","成本费用利润率
[报告期] 2008年报
[单位] %","营业收入(同比增长率)
[报告期] 2008年报
[单位] %","总资产(同比增长率)
[报告期] 2008年报
[单位] %","大股东持股比例
[日期] 2009-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2008年报
[单位] 元"
浙江金固股份有限公司,2017,0.91,11.08,29221439.09,3001200084,0.73,1.68,1.41,1.15,-384524311.1,2673766550,42.27,33826862.61,363957224.6,4149270859,15262857.2,8.11,-5.6,3037723775,1.12,0.86,2513525646,20130018.08,1.31,3.7,4.09,1.25,0.53,1.78,32.1,69.44,12.52,274067235,7186994634,54155284.92
天津汽车模具股份有限公司,2017,0.7,3.3,32025687.48,1931197573,0.97,1.22,0.7,0.37,134292646.3,2263208594,49.14,112334550,76788587.74,2421935320,23327339.27,3.11,3.78,2339997182,5.82,3.01,1547256407,19050637.64,3.9,1.35,2.79,1.09,0.43,5.24,-2.07,11.97,5.41,119755415.1,4761932502,95294449.75
河南省西峡汽车水泵股份有限公司,2017,1.79,4.66,17766585.25,2665999707,0.54,1.46,1.01,0.31,112647206.9,1046713279,35.11,270505286.2,68231124.37,2061068362,13714880.63,3.22,7.03,1114944403,10.15,9.4,1904543454,23046193.1,11.79,4.39,4.96,1.74,0.88,10.27,27.88,10.73,35.17,168624693.3,3176012765,243065910.6
浙江万安科技股份有限公司,2017,1.08,4.57,16270453.8,2274927576,0.85,1.42,1.13,0.78,159256469.9,1549060017,45.85,170796604.6,53542233.69,1892889701,11272571.25,2.84,7.09,1602602251,7.51,5.44,1660598234,16930139.16,6.97,4.04,3.27,1.85,0.68,6.55,1.93,9.37,45.86,180547455.2,3495491951,132660703.9
南宁八菱科技股份有限公司,2017,0.78,10.93,-7480194.69,774613674,0.21,2.48,2.21,0.52,54284718.05,407916259.1,17.02,150536519.7,30421398.81,2136401464,-7875581.54,1.4,4.76,438337657.9,19.43,5.65,624272155.5,8030204.61,6.32,5.16,1.29,0.5,0.31,19.13,-11.82,4.13,33.45,56107100.09,2574739122,135042885
厦门日上集团股份有限公司,2017,0.76,4.41,61685049.66,1991149041,1.05,1.56,0.76,0.35,-38104352.79,1743805209,51.12,76208274.76,192126235.2,1851299374,37334974.15,9.5,-0.87,1935931444,3.83,3.12,1708267333,15280150.89,3.71,1.34,2.11,1.96,0.55,3.47,40.72,8.38,41.04,137721800.3,3787230818,66507492.14
比亚迪股份有限公司,2017,1.17,2.26,2314401000,1.06E+11,1.97,0.98,0.79,0.16,6367887000,1.05E+11,66.33,5620641000,13145007000,59957487000,2246987000,19.29,2.63,1.18E+11,5.31,4.87,85775482000,1329477000,7.39,4.61,,1.49,0.66,4.93,2.36,22.77,25.26,10098178000,1.78E+11,4916936000
浙江世纪华通集团股份有限公司,2017,1.64,5.04,15666479.75,3490821644,0.26,1.79,1.42,0.63,198883096.4,1298620785,20.53,961085805.9,18000000,5097149219,15004878.06,0.36,9.04,1316620785,27.53,16.38,2458183794,26491723.47,15.5,5.54,3.6,0.91,0.59,26,1.01,16.53,18.71,166195436.4,6413770003,784657966.1
光启技术股份有限公司,2017,0.1,1.81,-109382007.6,379680553.5,0.1,14.17,14.03,12.28,9612755.47,525865142.7,9.28,111029334.6,244214163.7,7524642490,-109447921.7,3.14,12.78,770079306.4,29.24,0.04,254561333.9,9161763.98,1.07,4.93,0.11,0.56,0.08,27.55,-9.95,1021.21,42.6,104692545.9,8294721796,79795779.25
北京威卡威汽车零部件股份有限公司,2017,1.53,5.37,225426509.1,5688240059,1.09,1.06,0.63,0.17,532506396.5,3635286495,52.16,400780806.4,2021259131,5187700836,224274584.9,28.32,2.34,5656545626,7.05,6.31,4084131726,48699647.26,6.19,2.99,4.04,0.92,0.57,6.36,18.2,21.03,30,565369268.9,10844246462,324064770.6
长鹰信质科技股份有限公司,2017,1.14,5.05,6737917.29,2418681635,0.7,1.65,1.33,0.73,266794274.9,1379438839,41.31,322741753.5,63384706.31,2049959452,-667454.74,3.18,37.2,1442823546,13.34,10.56,1860746065,14703592.79,13.27,4.72,2.43,2.6,0.79,13.39,35.91,34.03,26,212507887.4,3492782998,279203498.2
浙江世宝股份有限公司,2017,0.91,2.53,-519681.98,1154256268,0.41,2.24,1.74,0.54,-38102398.05,554394161.9,29.24,32318164.6,61014773.97,1489015525,-746540.37,3.97,-37.33,615408935.8,2.8,1.51,949375060.7,10062932.55,2.21,3.62,1.6,1.39,0.55,2.36,1.57,1.43,43.56,97344007.19,2104424461,26733803.27
常州光洋轴承股份有限公司,2017,1.25,3.61,27327835.04,1460619153,0.56,1.52,1.13,0.4,151322361.5,744575763.8,35.7,24237286.54,93231854.91,1508785775,24431741.82,5.82,5.67,837807618.7,1.66,2.05,1115846800,14695203.03,0.8,4.07,3.45,1.22,0.62,0.86,31.31,-1.85,29.61,150372836.4,2346593393,12057034.04
怀集登云汽配股份有限公司,2017,0.9,2.85,10493716.53,341749912.2,0.47,1.8,1.09,0.4,32334839.42,213989138.7,31.8,9386284.99,8217705.92,476586083.8,7374795.72,1.7,4.26,222206844.6,2.75,2.4,255686952.4,3902377.89,1.88,1.76,2.11,1.07,0.49,2.69,18.68,-0.26,12.91,46774646.09,698792928.3,8956601.79
浙江跃岭股份有限公司,2017,1.61,5.68,13982480.78,782546022.3,0.23,2.48,1.67,0.82,49439139.58,200461588,18.73,17111763.15,9045033.61,909043354.6,643168.01,0.99,26.09,209506621.6,2.19,1.65,656343724.2,8173966.43,1.75,4.71,2.4,1.32,0.73,2.1,21.68,7.75,12.56,100284739.4,1118549976,15929419.28
重庆蓝黛动力传动机械股份有限公司,2017,0.92,2.93,12797672.44,1215091244,0.98,2.06,1.66,0.95,103127530.4,653312483.5,49.44,148040361.2,554567118.9,1235211659,12104714.77,31.01,7.33,1207879602,12.18,6.89,908500610.2,10104370.55,10.18,3.75,1.84,1.22,0.52,11.68,4.69,10.84,51.37,231687493.2,2443091261,125157703.1
浙江今飞凯达轮毂股份有限公司,2017,1.56,6.35,113494229.2,2580295132,3.14,0.74,0.46,0.24,-180431259.9,2669183460,75.82,73588013.02,218898675.5,920864279.8,98415170.81,19.42,-1.73,2888082135,2.85,5.13,2152726283,19269787.48,6.7,3.66,,1.52,0.77,2.52,12.47,31.26,38.22,187055359.1,3808946415,63403325.46
海南钧达汽车饰件股份有限公司,2017,1.23,5.03,7099956.62,1152752612,1.03,1.29,0.8,0.43,-51585853.5,830681329.4,50.85,86707905.01,43599409.8,844911158.8,6667333.83,4.91,-5.93,874280739.2,7.52,5.94,869129168,10808928.7,7.98,2.62,10.43,1.81,0.73,6.37,24.96,20.62,40.03,68564306.65,1719191898,67442620.82
惠州市德赛西威汽车电子股份有限公司,2017,1.35,5.06,11906957.46,6010300849,0.67,2.4,1.98,1.36,646203029.2,2192982013,40.29,691526255.8,313637724,3714542525,26605990.55,7.77,22.2,2506619737,11.51,13.42,4461018921,40113263.13,16.57,4.22,3.19,6.58,1.12,11.78,5.85,38.77,58.3,158430454.6,6221162262,615890183.2
宁波双林汽车部件股份有限公司,2017,1.45,4.3,70181122.46,4279171692,1.3,1.03,0.76,0.41,243561464,3143342538,56.57,283723400,572124800.7,2852354337,65142999.98,17.2,2.68,3715467339,6.63,5.77,3250676149,28370295.19,6.61,4.24,32.17,1.38,0.71,5.66,29.53,18.9,47.78,413364009.6,6567821676,218093596.5
广东鸿特科技股份有限公司,2017,2.59,8.37,43748402.17,2936889367,1.39,1.15,0.95,0.62,984340154.9,1349783608,58.2,651330835.9,191769592.3,1107383572,35887870.71,14.76,25.55,1541553200,22.18,30.82,1212756987,19320900.65,44.35,5.02,85.27,2.69,1.32,21.61,104.95,46.31,29.23,41343798.44,2648936772,491155186.6
江苏太平洋精锻科技股份有限公司,2017,1.53,5.03,19541085.63,1128861165,0.43,1.25,0.96,0.4,362765721.1,666656383.4,30.28,295983602.3,57271527.49,1666881633,13519047.33,3.32,24.87,723927910.9,26.22,13.95,665002067.5,12887710.17,15.02,3.71,7.59,0.76,0.51,30.33,25.62,16.87,45.8,134039021.7,2390809544,250334213.6
江苏云意电气股份有限公司,2017,0.46,3.57,-5846752.62,641620673.8,0.15,5.94,5.34,2.1,127449393,228403918,12.86,155696300.2,38136944.22,1805624066,-10146810.07,2.18,,266540862.2,24.27,7.07,410753797.7,6391073.65,8.24,3.02,0.58,0.96,0.31,27.47,19.79,1.38,40.36,36441338,2072164928,140430562.3
绵阳富临精工机械股份有限公司,2017,0.99,2.42,12084823.19,2328218161,0.37,1.92,1.71,0.67,-210783010.5,1380631124,26.79,435871911,95110690.25,4032448963,5920543.41,2.31,-12.06,1475741814,18.72,8.86,1509939913,20711089.29,9.22,5.84,1.89,0.89,0.47,20.94,98.72,23.38,27.78,166803074.7,5508190777,371447218.8
江苏奥力威传感高科股份有限公司,2017,0.74,4.49,-4202686.99,601964599.9,0.18,5.68,5.09,3.03,92327587.09,145199509.3,14.91,121557468.7,11068300,891956920.5,-1025062.05,1.26,3434.65,156267809.3,20.19,12.09,433648368.5,4539476.35,11.65,5.12,0.89,3.28,0.6,21.06,4.63,10.76,45,14580827.23,1048224730,105749201.5
无锡贝斯特精机股份有限公司,2017,1.02,2.93,5681624.48,670700348,0.2,3.83,3.19,0.41,153103038,220735105.2,16.78,161914966.4,32024960.18,1253430882,-162951.33,2.49,930.14,252760065.3,24.14,12.59,416425379.3,7579932.6,11.14,2.83,1.76,1.07,0.52,26.63,22.52,41.65,56.37,59881027.63,1506190947,139641007.3
南京奥联汽车电子电器股份有限公司,2017,0.87,3.31,-156706.45,394920979.1,0.41,2.9,2.47,0.95,41569197.41,161638275,28.87,68031024.95,21832772.16,451967962,-936667.72,4.65,2177.35,183471047.1,17.23,11.12,240098426,3560014.02,13.15,3.67,1.28,2.62,0.65,17.97,21.21,11.33,36.35,18918584.36,635439009.1,59411047.63
万通智控科技股份有限公司,2017,1.2,5.47,4219150.48,320196213.8,0.16,5.57,4.86,2.36,47133571.91,63238935.54,13.73,41861672.89,2528538.44,413248196.6,-1599680.72,0.61,434.17,65767473.98,13.07,10.25,220475054.4,2738492.07,8.56,5.21,1.62,2.54,0.82,12.58,3.16,56.26,50.25,22709891.04,479015670.6,35254989.98
杭州雷迪克节能科技股份有限公司,2017,0.96,4.11,1293358.91,495454310.1,0.37,2.88,2.27,0.72,59380278.48,238265260.7,26.84,87703787.05,2408266.68,656189178.5,-1857256.7,0.37,45.36,240673527.4,17.7,12.24,341221573.8,4798569.4,11.42,2.73,1.76,2.67,0.71,18.54,25.93,77.4,33.75,25705274.31,896862705.8,74959905.32
无锡隆盛科技股份有限公司,2017,0.57,2.65,3348597.19,150466440.5,0.36,2.78,2.36,1.04,-8072533.55,112479073.8,26.52,20969081.92,10007451.84,339411064.7,3307522.57,2.86,-2.06,122486525.7,13.94,5.94,105980532.3,1576225.16,5.38,2.19,1.1,1.03,0.37,13.29,-23.08,30.03,30.57,20130166.3,461897590.4,18275481.17
浙江兆丰机电股份有限公司,2017,0.53,3.08,12552227.01,608473293.5,0.22,5.2,5.02,1.62,219674589.1,337151642.1,17.79,240592351.9,15260154.6,1628000505,-5808408.64,0.93,,352411796.7,39.54,17.12,282147415.6,7864765.93,12.59,5.74,0.73,2.68,0.44,54.84,18.99,159.95,36.13,15282707.55,1980412301,204976747.3
成都西菱动力科技股份有限公司,2017,1.25,4.34,19315161.54,615938010.4,0.76,1.21,0.82,0.4,77422851.58,459463643.7,43.25,117454602.7,15083842.92,622690147.7,14584110.52,2.37,4.98,474547486.6,19.07,12.86,392807423.5,8319077.92,16.22,2.58,12.08,1.15,0.6,20.37,-4.96,14.77,33.99,57282470.18,1097237634,101029928.8
东风汽车股份有限公司,2017,1.31,5.61,-11417413.18,18300877679,1.53,1.34,1.18,0.73,-502550536.6,10313733099,60.51,-118883458.1,449997970.2,7024180820,-16960076.5,6.29,-17.58,10763731069,-0.65,-0.69,16343112841,222048946.3,3,9.47,7.12,3.24,0.93,-0.47,14.25,-17.28,60.1,409700205.7,17787911889,-86447397.29
郑州宇通客车股份有限公司,2017,1.22,2.05,492110138.8,33221948767,1.32,1.47,1.31,0.22,-1748962140,18652062046,56.85,3635945247,1907485900,15605857860,416552158.1,10.96,-3.86,20559547946,10.94,11.36,24478638345,185639614.8,20.19,9.8,4.21,3.91,0.93,10.78,-7.33,2.88,37.19,1426619440,36165405805,3167845980
东风电子科技股份有限公司,2017,1.91,3.84,11728776.22,6101708462,2.03,0.98,0.88,0.39,607760042.6,3584456960,66.95,315117786.1,51925678.34,1795367267,9113243.41,3.98,39.79,3636382639,5.16,6.38,5106014217,39790941.82,11.12,14.81,,3.22,1.2,4.76,16.79,14.72,65,171674531.6,5431749905,277243252.2
上海汽车集团股份有限公司,2017,2.42,26.27,143234567.9,8.58E+11,1.66,1,0.87,0.4,24301071935,3.91E+11,62.39,54261012599,60454807310,2.72E+11,13730248.57,21.15,17.12,4.51E+11,6.23,8.26,7.42E+11,7881675841,15.27,17.05,53.68,2.94,1.33,5.64,14.97,22.49,71.24,11745315032,7.24E+11,47116097512
四川西部资源控股股份有限公司,2017,0.15,0.95,53436323.89,287013744.2,4.44,0.99,0.97,0.39,61725067.98,1714445514,81.63,-633400242.3,2315045384,906580908,46281288.1,84.82,1.22,4029490899,-220.69,-10.66,210008833,7033801.41,-144.6,4.85,1.18,0.08,0.05,-150.34,-66.78,-18.74,40.46,558766920.2,4936071807,-637395198.2
长春一东离合器股份有限公司,2017,1.05,3.53,95992.88,768323466.8,1.15,1.73,1.35,0.88,-11417887.42,448601537.7,53.46,42098871.97,102560516.1,479767910.4,-70998.18,20.58,-33.79,551162053.8,5.48,4.24,529961881.2,5862224.45,4.54,3.69,2.49,2.97,0.77,5.06,25.93,8.25,32.07,11026358.91,1030929964,35956570.17
北汽福田汽车股份有限公司,2017,1.94,4.08,446348013.1,51710136962,2.28,0.74,0.63,0.09,-2615828105,38092285733,69.49,47346250.37,5283905204,19043221270,339424570.6,21.8,-4.96,43376190937,0.09,0.66,44987026234,728858037.2,0.59,11.95,,1.64,0.89,0.06,11.13,15.78,27.07,6917157182,62419412207,28929138.44
哈尔滨东安汽车动力股份有限公司,2017,0.91,2.33,16133847.27,1811500221,1.03,0.89,0.77,0.47,62172250.42,1863639213,50.8,42732294.18,73548532.88,1876454666,15258168.14,3.77,3.69,1937187746,2.36,1.42,1567751225,9671134.39,2.28,6.9,,0.86,0.44,2.36,-28.62,-12.57,51.42,32463612.78,3813642412,42732294.18
扬州亚星客车股份有限公司,2017,0.55,0.69,70471263.29,2386729781,17.2,1.51,1.44,0.12,-240140596.5,2907281907,94.5,68601589.43,1548401998,259103018,67722739.89,89.86,-3.1,4455683905,2.87,2.91,1955469485,2063461.3,24.51,9.86,2.97,7.41,0.51,2.27,-29.71,1.48,51,48651540.23,4714786923,52280780.02
辽宁曙光汽车集团股份有限公司,2017,0.89,3.17,108938090.2,3809181041,1.37,1.09,0.98,0.52,476510322.4,3452616724,57.88,359694898.1,1037922502,3267638810,68151688.02,25.07,5.17,4490539225,9.44,5.01,3159225275,55488790.4,10.19,6.63,76.2,0.89,0.45,8.38,1.94,-16.69,15.99,757538669.8,7758178035,316805708.4
华菱星马汽车(集团)股份有限公司,2017,1.2,3.53,70781039.65,5991041368,2.76,0.72,0.52,0.24,46021962.6,7437639807,73.41,77477496.44,372994718.3,2829092570,92508947.33,11.95,0.41,7810634525,1.29,1.67,5122190056,67380510.73,2.03,3.78,,1.15,0.59,1.13,48.02,8.93,10.89,800465953.1,10639727095,65296334.37
安徽江淮汽车集团股份有限公司,2017,1.8,15.18,-38450271.62,49146190615,1.92,0.94,0.88,0.48,-6662774191,24956374702,65.74,206927740,4304626293,15249291697,-66064303.39,23.68,-23.3,29261000995,0.42,0.3,43441204853,793199931.6,3.11,19.63,,2.51,1.05,0.49,-6.37,-9.56,23.55,2844129958,44510292692,237336137.5
凌云工业股份有限公司,2017,1.89,7.86,111531295.1,11844950858,1.22,1.13,0.87,0.53,762862826.7,6083452178,54.87,705308627,419112940.3,5348631576,108382189.7,9.97,6.45,6502565118,5.95,7.44,9635874323,76566909.71,8.74,6.26,16.36,2.53,1.08,5.16,33.12,18.34,34.4,352764654.8,11851196694,573909289
航天晨光股份有限公司,2017,0.84,1.96,21971256,2636024647,0.95,1.54,1.18,0.59,419285929.6,2022818904,48.82,46557109.02,281734946.8,2415867035,19542460.27,11.31,15.23,2304553851,1.77,1.4,1973480510,22658795.76,0.53,2.85,2.4,1.65,0.56,1.28,-17.19,0.09,25.2,132368086.1,4720420886,33398915.79
贵州贵航汽车零部件股份有限公司,2017,1.32,3.51,-3466811.83,3391140354,0.49,2.11,1.71,0.68,278464864.3,1183634691,32.72,240405897.6,13435792.11,2461518660,86496.16,0.6,65.33,1197070483,7.09,6.47,2632116100,26016114.01,8.67,4.7,2.71,2.93,0.91,6.64,0.89,-3.22,37.01,118722447.6,3658589143,210285639.4
金杯汽车股份有限公司,2017,0.89,3.64,262249957.9,5770545976,5.86,1.33,1.22,0.39,530983269.5,3322038045,85.41,450442058.1,1759329845,867868768.1,255903936.2,86.51,1.65,5081367890,7.81,8.16,4939491353,49475220.24,36.72,9.81,11,2.62,0.67,6.3,20.18,-47.68,24.38,116192462.6,5949236658,359256477.1
厦门金龙汽车集团股份有限公司,2017,0.8,1.41,200220755.7,17736084000,3.74,1.31,1.24,0.37,-690644847.6,16753207765,78.89,906164979.9,3047516675,5299167732,68581084.58,43.08,-4.38,19800724440,5.11,3.88,14411523368,130081231.3,11.89,10.72,3.82,5.8,0.71,5.41,-18.75,-0.36,29.99,282978421.1,25099892172,905286184
湖南天雁机械股份有限公司,2017,0.55,2.35,6081120.85,582614166.1,1.31,1.5,1.28,0.92,-8226094.8,697213332.1,56.74,-88199479.41,59954612.5,577281057.3,7195841.55,9.41,-0.75,757167944.6,-15.14,-5.98,500846539.8,7696001.52,-14.56,3.36,1.55,1.92,0.43,-12.99,3.71,-2.81,31.43,11608061.7,1334449002,-84038747.67
宁波均胜电子股份有限公司,2017,1.57,6.07,508999826.9,26605600273,1.58,1.16,0.87,0.35,1901328375,13055653310,61.24,996201333.9,8596530404,13702860143,495420753.7,40.38,3.47,21652183714,3.74,4.11,22245311735,54079259.42,3.12,6.55,5.93,1.38,0.73,2.85,43.41,-5.04,33.56,2387443205,35355043856,742629003.1
华域汽车系统股份有限公司,2017,1.92,6.12,-91877140.45,1.40E+11,1.47,1.18,1.03,0.56,8486118138,66722722414,59.53,10492279583,6715625993,49934278069,-132112071.3,13.99,24.62,73438348407,7.47,8.97,1.20E+11,605316266.2,15.88,13.9,9.98,3.33,1.22,6.83,13.03,14.65,58.32,2797627640,1.23E+11,9130859208
长春一汽富维汽车零部件股份有限公司,2017,2.69,18.23,2931440.96,12732777213,0.71,1.4,1.11,0.6,416144614.2,3387471353,41.52,622820875.4,282851780.8,5169053535,-2177941.51,5.84,25.01,3670323134,4.89,7.22,11886238268,44478703.51,10.26,11.37,8.48,3.29,1.48,4.65,6.17,5.73,20.14,201968118.4,8839376670,580828232.7
爱柯迪股份有限公司,2017,1.03,4.5,11677005.85,2174610092,0.25,5.92,5.19,2.04,620535247,486320965.2,19.89,616524881.7,403727927.4,3585207882,-7375305.43,10.27,788.15,890048892.6,28.35,17.19,1304744827,20212260.33,13.2,3.93,1.3,1.52,0.61,30.22,19.98,71.34,33.96,210895445.9,4475256775,474432170.9
渤海汽车系统股份有限公司,2017,0.68,4.26,48512864.23,2498547136,0.44,2.17,1.83,1.22,-57204195.06,1626137372,30.55,281136111,445586838.7,4709614167,33564578.95,9,-1.32,2071724211,11.25,4.67,1977183218,36592734.2,5.29,4.17,1.37,0.82,0.37,10.07,41.26,1.28,23.04,232018331.8,6781338378,233161576.3
重庆小康工业集团股份有限公司,2017,1.62,32.49,30211619.41,21933763912,3.07,1,0.9,0.8,997184219.1,14363061596,75.44,1418923502,3526764324,5824012300,19876900.06,42.74,7.23,17889825921,6.47,6.61,17068495880,699669865.2,15.34,14.05,,2.66,1.01,5.57,35.46,19.55,61.98,1159370747,23713838221,1101349405
广州汽车集团股份有限公司,2017,1.44,56.27,315515401,71143881235,0.7,1.76,1.66,1.43,15097882093,36739316603,41.13,11976494978,12449131974,70413968278,229601309,15.22,24.16,49188448577,16.73,12.1,54778008056,2547747880,15.55,18.76,3.73,1.4,0.71,16.83,43.96,45.69,53.65,7561936355,1.20E+11,10822236429
长城汽车股份有限公司,2017,1.64,144.44,138601073.5,1.00E+11,1.24,1.18,1.08,0.92,-1076670067,58881223748,55.44,6232965995,2407888383,49257961650,168225738.7,4.67,-4.53,61289112131,6.16,6.31,81966903619,3905688131,10.23,14.09,9.6,2.54,1,5.51,2.08,19.76,56.04,3268606352,1.11E+11,5043386457
宁波拓普集团股份有限公司,2017,1.08,4.13,16492427.96,5090219716,0.65,1.62,1.32,0.63,929012976,4127056543,39.52,859451351.2,115745097.2,6491912127,3294795.58,1.76,71.48,4242801640,16.88,11,3612667197,42079965.29,11.41,3.4,2.67,1.64,0.65,17.24,29.27,117.02,65.75,550823073.8,10734713767,740489489.7
力帆实业(集团)股份有限公司,2017,0.79,4.64,647876754.5,12600443527,3.12,0.81,0.66,0.4,-330390082.2,19741554722,75.72,175934258.1,2989310621,7289618432,592346878.1,29.36,-0.41,22730865343,1.4,2.59,10962233842,210654320.8,2.37,4.04,,0.91,0.42,1.19,14.07,2.18,47.49,1364219390,30020483775,155589951.4
常州星宇车灯股份有限公司,2017,0.91,8.77,7063390.97,4255416130,0.6,2.16,1.71,0.42,873555055.9,2332499483,37.67,558272167.8,100553061.3,4025192340,5545668.54,2.44,67.3,2433052544,13.12,9.53,3337523173,29106426.91,11.68,3.37,1.56,3.45,0.72,12.48,27.15,20.24,37.3,119758812.3,6458244884,469003144.2
中国汽车工程研究院股份有限公司,2017,0.9,9.3,-33400266.14,2400796001,0.21,3.8,3.56,2.5,565147864,708947929.1,17.51,436243888.2,196842414.6,4266005735,-34403892.25,4.43,1625.59,905790343.7,18.17,8.07,1800265064,22502419.87,8.83,10.7,1.17,1.04,0.48,18.43,45.09,8.17,63.69,209872709,5171796078,372287272.5
上海联明机械股份有限公司,2017,1.56,4.66,-410177.58,1015508408,0.51,1.43,0.97,0.34,29175354.9,523504716,33.74,151105053.4,33446834.63,1094009800,-459962.68,3.49,44.05,556951550.6,14.88,10.89,801836520.4,5975428.76,12.27,3.79,4.02,1.39,0.73,13.12,10.07,47.9,59.42,128327569,1650961350,113487555.7
上海北特科技股份有限公司,2017,0.86,4.14,11679741.65,912968934.1,0.5,1.64,1.29,0.54,23942767.42,647896502.9,33.18,86972139.81,24470430.45,1353848537,11465735.85,1.78,1.52,672366933.3,9.53,5.19,679541144.8,5854766.93,5.4,3.47,1.8,1.09,0.48,8.77,14.05,14.67,42.93,100354023.2,2026215470,73319991.08
常熟市汽车饰件股份有限公司,2017,0.97,2.99,9423363.38,1339378527,0.41,1.43,1.19,0.59,80690257.96,841757695.3,28.95,242256115.6,74003260.4,2247941052,6815090.15,3.2,10.16,915760955.7,18.09,7.92,1044342990,18666465.05,10.16,5.72,2.87,0.76,0.43,18.06,-6.78,1.08,36.9,190450880.3,3163702007,227163656.2
上海凯众材料科技股份有限公司,2017,0.83,4.25,-4031203.8,450078558.8,0.16,5.81,4.67,3.66,84002591.78,122403884.8,13.82,133355388.2,,763100598.3,-4693964.74,,,122403884.8,29.63,18.63,248000584.4,2306765.93,14.97,2.01,1.02,3.05,0.65,35.31,38.25,78.57,20.86,15310011.75,885504483.1,114806327.2
浙江正裕工业股份有限公司,2017,1.35,4.21,9352498.67,843129425.7,0.48,2.33,1.94,0.77,101895914.8,331170218.1,32.44,84489484.5,10078392.32,710700355.4,-1146628.65,1.4,25834.76,341248610.4,10.02,9.47,628794267.3,7953864.64,10.13,5.64,2.69,3.31,0.96,9.52,21.86,48.51,47.17,60982466.21,1051948966,72004152.69
常州腾龙汽车零部件股份有限公司,2017,1.05,3.92,2084463.04,904007078.3,0.45,2.2,1.63,0.86,147647250.6,399850338.2,31.02,164974530.8,72608588.45,1050799296,2716731.03,6.79,39.62,472458926.6,18.25,12.14,586970781,9798150.8,13.12,2.87,1.82,1.74,0.65,18.86,16.68,22.96,49.72,66944515.86,1523258223,138397580
科华控股股份有限公司,2017,1.14,3.04,29230082.08,916951118.6,2.19,1.12,0.86,0.44,410470.43,865190791.1,68.68,118838902.1,577188580.9,657798043.9,11083358.11,46.74,0.02,1442379372,12.96,7.47,631996538.8,4943522.12,16.2,3.7,13.02,0.98,0.53,13.36,24.78,52.6,35.5,62039630.74,2100177416,106568011.6
桂林福达股份有限公司,2017,0.89,3.56,23936546.24,1333530290,0.5,1.51,1.07,0.47,8573935.23,842091505.6,33.28,144116564.8,209725477.1,2108886535,23442875.08,9.05,0.23,1051816983,10.81,5,1004431179,14432150.8,6.45,3.12,2.86,0.72,0.4,11.06,30.21,-10.82,69.66,85591746.74,3160703518,136094605.7
宁波圣龙汽车动力系统股份有限公司,2017,1.99,5.15,29222594.05,1575571185,1.43,1.02,0.82,0.31,142852722.1,963320652.6,58.87,134008003.2,276080066.4,866076453.7,19764921.45,25.2,6.33,1239400719,8.51,8.48,1226138856,5942931.19,11.53,6.88,,1.54,0.87,7.51,25.73,35.43,60.34,131084474.8,2105477173,109850022.2
江苏新泉汽车饰件股份有限公司,2017,1.74,6.09,4518930.34,3095081463,1.33,1.25,0.91,0.51,28280842.07,1732008278,57,293806751.1,45714501.24,1340931846,3906049.93,3.3,5.13,1777722779,9.49,11.64,2334768369,16807002.23,18.66,4.03,12.8,3.98,1.21,9.07,80.91,56.03,33.12,114775663.7,3118654626,250165308.7
